,Title,Poet,Lines,Last_Word
11305,Hotel François 1er,Gertrude Stein,    Just as much as three,three
11306,Hotel François 1er,Gertrude Stein,    Which they may would,would
11307,Hotel François 1er,Gertrude Stein,    It may weight wood,wood
11308,Hotel François 1er,Gertrude Stein,    For them ultimately,ultimately
11309,Hotel François 1er,Gertrude Stein,    Better than could.,could
11310,Hotel François 1er,Gertrude Stein,    It might be careful,careful
11311,Hotel François 1er,Gertrude Stein,    Who has made them,them
11312,Hotel François 1er,Gertrude Stein,    Who might have made them,them
11313,Hotel François 1er,Gertrude Stein,    Ultimately careful,careful
11314,Hotel François 1er,Gertrude Stein,    With them.,them
11315,Hotel François 1er,Gertrude Stein,    For them.,them
11316,The Vein,Tom Raworth,But I have been familiar with ruins too long to dislike desolation.,desolation
11317,The Vein,Tom Raworth,"(Lord Byron, November 1816) ﻿",1816
11321,The Vein,Tom Raworth,what happens in any,any
11323,The Vein,Tom Raworth,sovereign body is created,created
11325,The Vein,Tom Raworth,on the evidence of the last,last
11327,The Vein,Tom Raworth,head on its last lap,lap
11329,The Vein,Tom Raworth,those of us watching,watching
11331,The Vein,Tom Raworth,"then, during the programme",programme
11333,The Vein,Tom Raworth,see the die seem to be cast,cast
11335,The Vein,Tom Raworth,to draw the teeth,teeth
11337,The Vein,Tom Raworth,of our first question,question
11339,The Vein,Tom Raworth,affecting essential interests,interests
11341,The Vein,Tom Raworth,they and only they had,had
11343,The Vein,Tom Raworth,she was dealing with,with
11345,The Vein,Tom Raworth,an unworthy family,family
11347,The Vein,Tom Raworth,gathered for death,death
11349,The Vein,Tom Raworth,inconvenient location,location
11351,The Vein,Tom Raworth,gruesome tired mannerisms,mannerisms
11353,The Vein,Tom Raworth,a bit thick coming from her,her
11355,The Vein,Tom Raworth,losing the thread of argument,argument
11357,The Vein,Tom Raworth,in a sinuous cartwheel,cartwheel
11359,The Vein,Tom Raworth,drained of what life,life
11361,The Vein,Tom Raworth,hurried out with a pushchair,pushchair
11363,The Vein,Tom Raworth,unsparing he takes us,us
11365,The Vein,Tom Raworth,to the cabaret,cabaret
11367,The Vein,Tom Raworth,into patterns and groups,groups
11369,The Vein,Tom Raworth,contrived for distraction,distraction
11371,The Vein,Tom Raworth,more likely,likely
11373,The Vein,Tom Raworth,to deepen withdrawal,withdrawal
11375,The Vein,Tom Raworth,such a decrease,decrease
11377,The Vein,Tom Raworth,in which women,women
11379,The Vein,Tom Raworth,had views diametrically opposed,opposed
11381,The Vein,Tom Raworth,soon changes his tune,tune
11383,The Vein,Tom Raworth,howling,howling
11385,The Vein,Tom Raworth,face to face,face
11387,The Vein,Tom Raworth,cruel for people,people
11389,The Vein,Tom Raworth,recoiling in horror,horror
11391,The Vein,Tom Raworth,plastered indeed,indeed
11393,The Vein,Tom Raworth,by any form of social,social
11395,The Vein,Tom Raworth,charges and interest,interest
11397,The Vein,Tom Raworth,it may be healthy,healthy
11399,The Vein,Tom Raworth,to change the tone,tone
11401,The Vein,Tom Raworth,of administration,administration
11403,The Vein,Tom Raworth,in growth dynamics,dynamics
11405,The Vein,Tom Raworth,use of perspective,perspective
11407,The Vein,Tom Raworth,attachment to things,things
11409,The Vein,Tom Raworth,entail perpetual disruption,disruption
11411,The Vein,Tom Raworth,of what space is for,for
11413,The Vein,Tom Raworth,built up,up
11415,The Vein,Tom Raworth,in absence,absence
11417,The Vein,Tom Raworth,transactions typically occur,occur
11419,The Vein,Tom Raworth,under conditions of heightened,heightened
11421,The Vein,Tom Raworth,variations in taste,taste
11423,The Vein,Tom Raworth,"spaces, isolated thoughts",thoughts
11425,The Vein,Tom Raworth,which his concept of beauty,beauty
11427,The Vein,Tom Raworth,distorts to represent,represent
11429,The Vein,Tom Raworth,thinking and feeling life,life
11431,The Vein,Tom Raworth,he considers in particular,particular
11433,The Vein,Tom Raworth,superimposed spatial images,images
11435,The Vein,Tom Raworth,accelerating production,production
11437,The Vein,Tom Raworth,of different times,times
11439,The Vein,Tom Raworth,to control the future,future
11441,The Vein,Tom Raworth,this book has been edited,edited
11442,The Vein,Tom Raworth,to detect the note,note
11444,The Vein,Tom Raworth,of such preoccupations,preoccupations
11446,The Vein,Tom Raworth,blue evening light,light
11448,The Vein,Tom Raworth,desire out of stasis,stasis
11450,The Vein,Tom Raworth,for jobs,jobs
11452,The Vein,Tom Raworth,investment itself,itself
11454,The Vein,Tom Raworth,ruthless traders,traders
11456,The Vein,Tom Raworth,organising forces,forces
11458,The Vein,Tom Raworth,unable to stop the drift,drift
11460,The Vein,Tom Raworth,of imagination over materiality,materiality
11462,The Vein,Tom Raworth,form an autobiography,autobiography
11464,The Vein,Tom Raworth,in fires of competition,competition
11466,The Vein,Tom Raworth,only to emerge stronger,stronger
11468,The Vein,Tom Raworth,within this system of production,production
11470,The Vein,Tom Raworth,brought into our homes,homes
11472,The Vein,Tom Raworth,which in turn form the basis,basis
11474,The Vein,Tom Raworth,of generating and acquiring,acquiring
11476,The Vein,Tom Raworth,aesthetic pleasure,pleasure
11478,The Vein,Tom Raworth,conventional these days,days
11480,The Vein,Tom Raworth,cluttered with illusion,illusion
11482,The Vein,Tom Raworth,based on writing,writing
11484,The Vein,Tom Raworth,remixed,remixed
11486,The Vein,Tom Raworth,to demolish any narrative,narrative
11488,The Vein,Tom Raworth,of the world within,within
11490,The Vein,Tom Raworth,no image concealed,concealed
11492,The Vein,Tom Raworth,from the realm of material,material
11494,The Vein,Tom Raworth,accumulation and circulation,circulation
11496,The Vein,Tom Raworth,in part as would be true,true
11498,The Vein,Tom Raworth,enduring time,time
11500,The Vein,Tom Raworth,by herself he touches her,her
11502,The Vein,Tom Raworth,surrounded by models,models
11504,The Vein,Tom Raworth,able to pass unrecognised,unrecognised
11506,The Vein,Tom Raworth,in the stream of money,money
11508,The Vein,Tom Raworth,implied by a photograph,photograph
11510,The Vein,Tom Raworth,where the sun never seen,seen
11512,The Vein,Tom Raworth,can be constructed,constructed
11514,The Vein,Tom Raworth,crashing through layer after layer,layer
11516,The Vein,Tom Raworth,on a depthless screen,screen
11518,The Vein,Tom Raworth,with the requisite speed,speed
11520,The Vein,Tom Raworth,somewhere behind us,us
11522,The Vein,Tom Raworth,thrown into the street,street
11524,The Vein,Tom Raworth,patiently to see,see
11526,The Vein,Tom Raworth,rotting pieces of car,car
11528,The Vein,Tom Raworth,buttons working backwards,backwards
11530,The Vein,Tom Raworth,against nerve junctions,junctions
11532,The Vein,Tom Raworth,tilt her head,head
11534,The Vein,Tom Raworth,towards her ankles,ankles
11536,The Vein,Tom Raworth,in the underground light,light
11538,The Vein,Tom Raworth,black fur gleamed,gleamed
11540,The Vein,Tom Raworth,off the oil drum,drum
11542,The Vein,Tom Raworth,searchers found,found
11544,The Vein,Tom Raworth,a delicate bubble of oil,oil
11546,The Vein,Tom Raworth,sweeping through it,it
11548,The Vein,Tom Raworth,pure oxygen,oxygen
11550,The Vein,Tom Raworth,dawn touched,touched
11552,The Vein,Tom Raworth,at the corners,corners
11554,The Vein,Tom Raworth,rose in flame,flame
11556,The Vein,Tom Raworth,lengths of thin steel,steel
11558,The Vein,Tom Raworth,drawn across dust,dust
11560,The Vein,Tom Raworth,shifting in thick,thick
11562,The Vein,Tom Raworth,time on,on
11564,The Vein,Tom Raworth,motions playing out,out
11566,The Vein,Tom Raworth,across from me,me
11568,The Vein,Tom Raworth,not in sequence,sequence
11570,The Vein,Tom Raworth,cut into the sides,sides
11572,The Vein,Tom Raworth,of an extension run,run
11574,The Vein,Tom Raworth,below his eyes,eyes
11576,The Vein,Tom Raworth,were tombstones,tombstones
11578,The Vein,Tom Raworth,ringed with razor-wire,wire
11580,The Vein,Tom Raworth,he threaded,threaded
11582,The Vein,Tom Raworth,bright slashes of colour,colour
11584,The Vein,Tom Raworth,through open,open
11586,The Vein,Tom Raworth,jolts of fear,fear
11588,The Vein,Tom Raworth,"measuring, calculating",calculating
11590,The Vein,Tom Raworth,shaking so hard,hard
11592,The Vein,Tom Raworth,a lump of shadow,shadow
11594,The Vein,Tom Raworth,watching,watching
11596,The Vein,Tom Raworth,turned from side to side,side
11598,The Vein,Tom Raworth,shielding us from the sun,sun
11600,The Vein,Tom Raworth,pale green glass,glass
11602,The Vein,Tom Raworth,frames disintegrating tarmac,tarmac
11604,The Vein,Tom Raworth,down to the tunnel,tunnel
11606,The Vein,Tom Raworth,of the corner of his eye,eye
11608,The Vein,Tom Raworth,moving on,on
11610,The Vein,Tom Raworth,to some other,other
11612,The Vein,Tom Raworth,man for the moment,moment
11614,The Vein,Tom Raworth,horizon of empty water,water
11616,The Vein,Tom Raworth,locking him away,away
11618,The Vein,Tom Raworth,inside and he wore,wore
11620,The Vein,Tom Raworth,two pictograms,pictograms
11622,The Vein,Tom Raworth,set in strange lines,lines
11624,The Vein,Tom Raworth,invisible in air,air
11626,The Vein,Tom Raworth,energetically above them,them
11628,The Vein,Tom Raworth,heels and silk,silk
11630,The Vein,Tom Raworth,scatter snow,snow
11632,The Vein,Tom Raworth,in the middle of a room,room
11634,The Vein,Tom Raworth,swirling out of the mist,mist
11636,The Vein,Tom Raworth,bright with arrangements,arrangements
11638,The Vein,Tom Raworth,tainted too historically,historically
11640,The Vein,Tom Raworth,he had forgotten,forgotten
11642,The Vein,Tom Raworth,quite violent fights,fights
11644,The Vein,Tom Raworth,listening,listening
11646,The Vein,Tom Raworth,to the continuous pounding,pounding
11648,The Vein,Tom Raworth,of some other thought,thought
11650,The Vein,Tom Raworth,looking at the surface,surface
11652,The Vein,Tom Raworth,far away down,down
11654,The Vein,Tom Raworth,in a cloud of dust,dust
11656,The Vein,Tom Raworth,tattered lace about her,her
11658,The Vein,Tom Raworth,she watched him calmly,calmly
11660,The Vein,Tom Raworth,bits of it he tore off,off
11662,The Vein,Tom Raworth,at the end of each meeting,meeting
11664,The Vein,Tom Raworth,seemed colour-coded,coded
11666,The Vein,Tom Raworth,sparkling violently,violently
11668,The Vein,Tom Raworth,tingling on his skin,skin
11670,The Vein,Tom Raworth,holes turned round slowly,slowly
11672,The Vein,Tom Raworth,in brown earth,earth
11674,The Vein,Tom Raworth,lined with age,age
11676,The Vein,Tom Raworth,he smelled burning,burning
11678,The Vein,Tom Raworth,trees in darkness,darkness
11680,The Vein,Tom Raworth,a voice came,came
11682,The Vein,Tom Raworth,from an imaginary telephone,telephone
11684,The Vein,Tom Raworth,on the dashboard,dashboard
11686,The Vein,Tom Raworth,shrink-wrapped packages,packages
11688,The Vein,Tom Raworth,soft underfoot,underfoot
11690,The Vein,Tom Raworth,glowed in the dark,dark
11692,The Vein,Tom Raworth,blinds slanted to make,make
11694,The Vein,Tom Raworth,the match flame,flame
11696,The Vein,Tom Raworth,blast across his face,face
11698,The Vein,Tom Raworth,snap shut,shut
11700,The Vein,Tom Raworth,in the jungle,jungle
11702,The Vein,Tom Raworth,after the ones still alive,alive
11704,The Vein,Tom Raworth,start confessing,confessing
11706,The Vein,Tom Raworth,flashbulbs go off,off
11708,The Vein,Tom Raworth,her hand flicked back and forth,forth
11710,The Vein,Tom Raworth,over a section of floor,floor
11712,The Vein,Tom Raworth,he had heard more,more
11714,The Vein,Tom Raworth,than every single word,word
11716,The Vein,Tom Raworth,from the once proud,proud
11718,The Vein,Tom Raworth,ruins of arches,arches
11720,The Vein,Tom Raworth,in one outstretched hand,hand
11722,The Vein,Tom Raworth,an odd sensation,sensation
11724,The Vein,Tom Raworth,included balance,balance
11726,The Vein,Tom Raworth,working to repair the damage,damage
11728,The Vein,Tom Raworth,of triumph on his face,face
11730,The Vein,Tom Raworth,folded against the edge,edge
11732,The Vein,Tom Raworth,of exhaust fumes,fumes
11734,The Vein,Tom Raworth,closing his lids,lids
11736,The Vein,Tom Raworth,properly needed great care,care
11738,The Vein,Tom Raworth,she heard a rustle,rustle
11740,The Vein,Tom Raworth,little numbers,numbers
11742,The Vein,Tom Raworth,flew around trees,trees
11744,The Vein,Tom Raworth,tumbled across a moonlit field,field
11746,The Vein,Tom Raworth,trying to reassemble,reassemble
11748,The Vein,Tom Raworth,his head again,again
11750,The Vein,Tom Raworth,she blinked,blinked
11752,The Vein,Tom Raworth,some sort of code,code
11754,The Vein,Tom Raworth,subtle variations,variations
11756,The Vein,Tom Raworth,in the colour of her eyes,eyes
11758,The Vein,Tom Raworth,a reliable testing ground,ground
11760,The Vein,Tom Raworth,gardens inside shelters,shelters
11762,The Vein,Tom Raworth,shades patterning,patterning
11764,The Vein,Tom Raworth,an idealised culture,culture
11766,The Vein,Tom Raworth,in one landscaped clump,clump
11768,The Vein,Tom Raworth,stuffed full of shells,shells
11770,The Vein,Tom Raworth,a version or remnant of something,something
11772,The Vein,Tom Raworth,under a different name,name
11774,The Vein,Tom Raworth,some crisis of identity,identity
11776,The Vein,Tom Raworth,spanned the world,world
11778,The Vein,Tom Raworth,thought was the only thing,thing
11780,The Vein,Tom Raworth,to come back to acting,acting
11782,The Vein,Tom Raworth,beyond acoustics,acoustics
11784,The Vein,Tom Raworth,even when dramatic,dramatic
11786,The Vein,Tom Raworth,she always wore fancy dress,dress
11788,The Vein,Tom Raworth,simply cut and held low,low
11790,The Vein,Tom Raworth,objects grouped together,together
11792,The Vein,Tom Raworth,confidently into fine jewellery,jewellery
11794,The Vein,Tom Raworth,after the storm new scents,scents
11796,The Vein,Tom Raworth,touched by salt spray,spray
11798,The Vein,Tom Raworth,hardly dimmed the harsh light,light
11800,The Vein,Tom Raworth,he sometimes pulled at his hair,hair
11802,The Vein,Tom Raworth,obsessed with finding the beautiful,beautiful
11804,The Vein,Tom Raworth,curtain allowing him entry,entry
11806,The Vein,Tom Raworth,never able to follow,follow
11808,The Vein,Tom Raworth,the middle of night,night
11810,The Vein,Tom Raworth,downwards to find a runway,runway
11812,The Vein,Tom Raworth,with deep sides,sides
11814,The Vein,Tom Raworth,writhing under his fingers,fingers
11816,The Vein,Tom Raworth,personalities full of energy,energy
11818,The Vein,Tom Raworth,order a series,series
11820,The Vein,Tom Raworth,of the same programme,programme
11822,The Vein,Tom Raworth,cool for film,film
11824,The Vein,Tom Raworth,using this knowledge,knowledge
11826,The Vein,Tom Raworth,machines talk to themselves,themselves
11828,The Vein,Tom Raworth,maintain a very persistent,persistent
11830,The Vein,Tom Raworth,buzzing as the signal,signal
11832,The Vein,Tom Raworth,ends in a dramatic freeze,freeze
11834,The Vein,Tom Raworth,close to the border,border
11836,The Vein,Tom Raworth,on a street with a few orange trees,trees
11837,Homo Antarcticus,Luljeta Lleshanaku,"""The wild will keep calling and calling forever in your ears. You",You
11838,Homo Antarcticus,Luljeta Lleshanaku,"cannot escape the 'little voices.'""",voices
11839,Homo Antarcticus,Luljeta Lleshanaku,—Frank Wild,Wild
11843,Homo Antarcticus,Luljeta Lleshanaku,1.,1
11844,Homo Antarcticus,Luljeta Lleshanaku,"Here I rest, in South Georgia.",Georgia
11845,Homo Antarcticus,Luljeta Lleshanaku,A few feet of evolution away,away
11846,Homo Antarcticus,Luljeta Lleshanaku,"lie the graves of whale hunters, pointing north.",north
11847,Homo Antarcticus,Luljeta Lleshanaku,A white fence shields them from elephant seals,seals
11848,Homo Antarcticus,Luljeta Lleshanaku,and their apocalyptic screams that each day warn,warn
11849,Homo Antarcticus,Luljeta Lleshanaku,"of the end of the world, or maybe the beginning. . .",beginning
11851,Homo Antarcticus,Luljeta Lleshanaku,I survived five expeditions to the Pole.,Pole
11852,Homo Antarcticus,Luljeta Lleshanaku,"The one before last, “Imperial Trans-Antarctica,” nearly killed me.",me
11853,Homo Antarcticus,Luljeta Lleshanaku,For two years I put up with the ice—no man can reap or sow,sow
11854,Homo Antarcticus,Luljeta Lleshanaku,       these fields.,fields
11855,Homo Antarcticus,Luljeta Lleshanaku,"And, unlike farmers, I didn’t even need to ask God for rain,",rain
11856,Homo Antarcticus,Luljeta Lleshanaku,because ice is sated,sated
11857,Homo Antarcticus,Luljeta Lleshanaku,and more desolate than the Sahara.,Sahara
11859,Homo Antarcticus,Luljeta Lleshanaku,I survived distance. Wrote one message after another,another
11860,Homo Antarcticus,Luljeta Lleshanaku,"beginning with a capital letter and a ""PS."" at the end.",end
11861,Homo Antarcticus,Luljeta Lleshanaku,My own personal post office under my pillow,pillow
11862,Homo Antarcticus,Luljeta Lleshanaku,"closed for two years already, on holiday.",holiday
11864,Homo Antarcticus,Luljeta Lleshanaku,I survived six month-long polar days and nights;,nights
11865,Homo Antarcticus,Luljeta Lleshanaku,"to this day, I don't know which one was worse.",worse
11867,Homo Antarcticus,Luljeta Lleshanaku,My epitaph is simple. Carved in granite:,granite
11868,Homo Antarcticus,Luljeta Lleshanaku,                         FRANK WILD,WILD
11869,Homo Antarcticus,Luljeta Lleshanaku,                         18 April 1873,1873
11870,Homo Antarcticus,Luljeta Lleshanaku,                         19 August 1939,1939
11871,Homo Antarcticus,Luljeta Lleshanaku,                         “Shackleton’s,s
11872,Homo Antarcticus,Luljeta Lleshanaku,                          Right Hand Man”,Man
11873,Homo Antarcticus,Luljeta Lleshanaku,From those cast away here,here
11874,Homo Antarcticus,Luljeta Lleshanaku,by a defect in the engine of the ship,ship
11875,Homo Antarcticus,Luljeta Lleshanaku,or nostalgia of the womb.,womb
11877,Homo Antarcticus,Luljeta Lleshanaku,2.,2
11878,Homo Antarcticus,Luljeta Lleshanaku,Ah yes. . . in the beginning was the ship. The ship stuck in ice.,ice
11879,Homo Antarcticus,Luljeta Lleshanaku,      Endurance.,Endurance
11880,Homo Antarcticus,Luljeta Lleshanaku,Ships are women. They prefer soft seas.,seas
11881,Homo Antarcticus,Luljeta Lleshanaku,"In the best-case scenario, she’s called La Santa Maria",Maria
11882,Homo Antarcticus,Luljeta Lleshanaku,"and she throws you, like Columbus, on some foreign shore.",shore
11884,Homo Antarcticus,Luljeta Lleshanaku,But if you get too close to her. . .,her
11886,Homo Antarcticus,Luljeta Lleshanaku,The very day after,after
11887,Homo Antarcticus,Luljeta Lleshanaku,"we washed her deck with warm water and soap,",soap
11888,Homo Antarcticus,Luljeta Lleshanaku,"warmed her arteries with gin,",gin
11889,Homo Antarcticus,Luljeta Lleshanaku,"stroked her lower back with our surrogate songs,",songs
11890,Homo Antarcticus,Luljeta Lleshanaku,"shaved our beards and exposed the illiterate lines on our faces,",faces
11891,Homo Antarcticus,Luljeta Lleshanaku,she took off.,off
11893,Homo Antarcticus,Luljeta Lleshanaku,"And from the shore,",shore
11894,Homo Antarcticus,Luljeta Lleshanaku,"we saw how she broke her ribs, sinking,",sinking
11895,Homo Antarcticus,Luljeta Lleshanaku,"aft first, so fast we didn’t even have time to pray,",pray
11896,Homo Antarcticus,Luljeta Lleshanaku,leaving behind her ash-tree fragrance,fragrance
11897,Homo Antarcticus,Luljeta Lleshanaku,and faux pearls on the water.,water
11899,Homo Antarcticus,Luljeta Lleshanaku,"“Such a woman!” someone laughed bitterly,",bitterly
11900,Homo Antarcticus,Luljeta Lleshanaku,“She knows when to leave so as not to be forgotten.”,forgotten
11902,Homo Antarcticus,Luljeta Lleshanaku,3.,3
11903,Homo Antarcticus,Luljeta Lleshanaku,"A woman, naturally, has no business there.",there
11904,Homo Antarcticus,Luljeta Lleshanaku,Antarctica is a masculine continent—,continent
11905,Homo Antarcticus,Luljeta Lleshanaku,"male penguins keep the eggs warm,",warm
11906,Homo Antarcticus,Luljeta Lleshanaku,the moon stands up on the street to urinate,urinate
11907,Homo Antarcticus,Luljeta Lleshanaku,"after being kicked out of the tavern,",tavern
11908,Homo Antarcticus,Luljeta Lleshanaku,"the cold like a cut-throat razor, dulled for three thousand years,",years
11909,Homo Antarcticus,Luljeta Lleshanaku,"and the sled dogs, the Huskies,",Huskies
11910,Homo Antarcticus,Luljeta Lleshanaku,we kill with a single bullet,bullet
11911,Homo Antarcticus,Luljeta Lleshanaku,so they won’t starve to death. In this way,way
11912,Homo Antarcticus,Luljeta Lleshanaku,we instill a little character into the new land,land
11913,Homo Antarcticus,Luljeta Lleshanaku,"before the arrival of Conquistadors, thieves,",thieves
11914,Homo Antarcticus,Luljeta Lleshanaku,"assassins, missionaries, prostitutes,",prostitutes
11915,Homo Antarcticus,Luljeta Lleshanaku,the first invading army of every continent.,continent
11917,Homo Antarcticus,Luljeta Lleshanaku,"Antarctica is a man’s continent,",continent
11918,Homo Antarcticus,Luljeta Lleshanaku,because only a man chooses to break into the darkness of the mind,mind
11919,Homo Antarcticus,Luljeta Lleshanaku,"by conquering the body,",body
11920,Homo Antarcticus,Luljeta Lleshanaku,"as Amundsen and Scott did, their glory",glory
11921,Homo Antarcticus,Luljeta Lleshanaku,reaching to the apex of ecstasy.,ecstasy
11922,Homo Antarcticus,Luljeta Lleshanaku,"Zero degree of geographical latitude,",latitude
11923,Homo Antarcticus,Luljeta Lleshanaku,utter collapse.,collapse
11925,Homo Antarcticus,Luljeta Lleshanaku,4.,4
11926,Homo Antarcticus,Luljeta Lleshanaku,Hunger is overestimated. The stomach functions much like the,the
11927,Homo Antarcticus,Luljeta Lleshanaku,     brain:,brain
11928,Homo Antarcticus,Luljeta Lleshanaku,"when it has nothing to think about, it feeds off memories.",memories
11929,Homo Antarcticus,Luljeta Lleshanaku,It can last three days just thinking of a single biscuit.,biscuit
11930,Homo Antarcticus,Luljeta Lleshanaku,"But those who have a better memory, meaning a much stronger",stronger
11931,Homo Antarcticus,Luljeta Lleshanaku,"     acidity,",acidity
11932,Homo Antarcticus,Luljeta Lleshanaku,can go on for months,months
11933,Homo Antarcticus,Luljeta Lleshanaku,"remembering a slice of prosciutto, two fried eggs,",eggs
11934,Homo Antarcticus,Luljeta Lleshanaku,sweetly folding their eyelids like napkins after a meal.,meal
11936,Homo Antarcticus,Luljeta Lleshanaku,Then hallucinations begin. Banquets. Easter supper.,supper
11937,Homo Antarcticus,Luljeta Lleshanaku,Feet move impatiently under the table;,table
11938,Homo Antarcticus,Luljeta Lleshanaku,the scent of rosemary wafts from a platter,platter
11939,Homo Antarcticus,Luljeta Lleshanaku,and two clean serving hands with burns here and there.,there
11940,Homo Antarcticus,Luljeta Lleshanaku,That's when you feel grief-stricken,stricken
11941,Homo Antarcticus,Luljeta Lleshanaku,and you attack the seals and penguins with your,your
11942,Homo Antarcticus,Luljeta Lleshanaku,alpine knives and shoes like a madman,madman
11943,Homo Antarcticus,Luljeta Lleshanaku,in an empty amphitheater.,amphitheater
11944,Homo Antarcticus,Luljeta Lleshanaku,"Or is this, too, a hallucination,",hallucination
11945,Homo Antarcticus,Luljeta Lleshanaku,and in this case not ours,ours
11946,Homo Antarcticus,Luljeta Lleshanaku,but Antarctica's?,s
11948,Homo Antarcticus,Luljeta Lleshanaku,"And when clarity finally returns,",returns
11949,Homo Antarcticus,Luljeta Lleshanaku,both stomach and brain,brain
11950,Homo Antarcticus,Luljeta Lleshanaku,notice only their own deep wrinkles.,wrinkles
11953,Homo Antarcticus,Luljeta Lleshanaku,5.,5
11954,Homo Antarcticus,Luljeta Lleshanaku,"Blubber, blubber, seal's blubber.",blubber
11955,Homo Antarcticus,Luljeta Lleshanaku,"Blubber that keeps your spirits alive, rendering it for fuel, for light,",light
11956,Homo Antarcticus,Luljeta Lleshanaku,"blubber to mask the body's foul odor,",odor
11957,Homo Antarcticus,Luljeta Lleshanaku,"—a mixture of doubt, hope, and ammonia.",ammonia
11958,Homo Antarcticus,Luljeta Lleshanaku,"And if you have nothing better to do,",do
11959,Homo Antarcticus,Luljeta Lleshanaku,"think of a cow's thigh hanging at the butcher's,",s
11960,Homo Antarcticus,Luljeta Lleshanaku,its delicate streak of fat,fat
11961,Homo Antarcticus,Luljeta Lleshanaku,like a silk ribbon.,ribbon
11963,Homo Antarcticus,Luljeta Lleshanaku,I survived even this sarcasm.,sarcasm
11965,Homo Antarcticus,Luljeta Lleshanaku,"And every night, before bed,",bed
11966,Homo Antarcticus,Luljeta Lleshanaku,we read recipes to each other,other
11967,Homo Antarcticus,Luljeta Lleshanaku,one of a few things we secretly rescued,rescued
11968,Homo Antarcticus,Luljeta Lleshanaku,"from the ship before she sank,",sank
11969,Homo Antarcticus,Luljeta Lleshanaku,as if these items were her lingerie.,lingerie
11971,Homo Antarcticus,Luljeta Lleshanaku,What a show it was!,was
11972,Homo Antarcticus,Luljeta Lleshanaku,"What pathos in pronouncing prosciutto, sugar, omelet!",omelet
11973,Homo Antarcticus,Luljeta Lleshanaku,"What sensuality in milk, parsley, cinnamon!",cinnamon
11974,Homo Antarcticus,Luljeta Lleshanaku,We made these words up ourselves.,ourselves
11975,Homo Antarcticus,Luljeta Lleshanaku,Nothing exists until its moment of absence.,absence
11977,Homo Antarcticus,Luljeta Lleshanaku,"But first, in order to warm up our mouths",mouths
11978,Homo Antarcticus,Luljeta Lleshanaku,"like actors before going on stage,",stage
11979,Homo Antarcticus,Luljeta Lleshanaku,"we'd repeat mechanically, palates dry,",dry
11980,Homo Antarcticus,Luljeta Lleshanaku,"""Bless us, O Lord,",Lord
11981,Homo Antarcticus,Luljeta Lleshanaku,and this food we've received through your mercy.”,mercy
11984,Homo Antarcticus,Luljeta Lleshanaku,6.,6
11985,Homo Antarcticus,Luljeta Lleshanaku,It was the Romans who spoiled the word,word
11986,Homo Antarcticus,Luljeta Lleshanaku,studying rhetoric,rhetoric
11987,Homo Antarcticus,Luljeta Lleshanaku,before anatomy and mathematics:Vir bonus dicendi peritus,peritus
11988,Homo Antarcticus,Luljeta Lleshanaku,"“The good man skilled in speaking"" (Marcus Porcius Cato)",Cato
11990,Homo Antarcticus,Luljeta Lleshanaku,"But in Antarctica, words are measured differently: by calories!",calories
11991,Homo Antarcticus,Luljeta Lleshanaku,"With a simple greeting you lose five calories,",calories
11992,Homo Antarcticus,Luljeta Lleshanaku,just as many to keep a fire burning for a full minute.,minute
11993,Homo Antarcticus,Luljeta Lleshanaku,And a Ciceronian argument can consume a whole day’s,s
11994,Homo Antarcticus,Luljeta Lleshanaku,      nutrition;,nutrition
11995,Homo Antarcticus,Luljeta Lleshanaku,think carefully before you open your mouth.,mouth
11997,Homo Antarcticus,Luljeta Lleshanaku,The word is overestimated.,overestimated
11999,Homo Antarcticus,Luljeta Lleshanaku,Sometimes it’s enough to avert your eyes from your shoes,shoes
12000,Homo Antarcticus,Luljeta Lleshanaku,to imply “gangrene”;,gangrene
12001,Homo Antarcticus,Luljeta Lleshanaku,and a vague exchange of glances between men,men
12002,Homo Antarcticus,Luljeta Lleshanaku,is enough to understand that the ice is cracking beneath your feet,feet
12003,Homo Antarcticus,Luljeta Lleshanaku,and death is closer than your fingers.,fingers
12005,Homo Antarcticus,Luljeta Lleshanaku,7.,7
12006,Homo Antarcticus,Luljeta Lleshanaku,"Stretched smooth from end to end—such is Antarctica. In fact,",fact
12007,Homo Antarcticus,Luljeta Lleshanaku,even a baby’s skin looks withered by comparison.,comparison
12008,Homo Antarcticus,Luljeta Lleshanaku,No emotions. No regrets. No warnings.,warnings
12009,Homo Antarcticus,Luljeta Lleshanaku,Either fight or die.,die
12011,Homo Antarcticus,Luljeta Lleshanaku,My father was like this more or less. A teacher at a village school.,school
12012,Homo Antarcticus,Luljeta Lleshanaku,In classrooms that smelled of sheep-wool pullovers,pullovers
12013,Homo Antarcticus,Luljeta Lleshanaku,drying on the body. And eyes that moved freely,freely
12014,Homo Antarcticus,Luljeta Lleshanaku,"in their hollows, like toes",toes
12015,Homo Antarcticus,Luljeta Lleshanaku,inside an older sibling’s shoes.,shoes
12017,Homo Antarcticus,Luljeta Lleshanaku,"Unlike the Romans,",Romans
12018,Homo Antarcticus,Luljeta Lleshanaku,my father preached about justice and honor,honor
12019,Homo Antarcticus,Luljeta Lleshanaku,his hands folded behind his back.,back
12020,Homo Antarcticus,Luljeta Lleshanaku,His shoulders seemed twice as wide,wide
12021,Homo Antarcticus,Luljeta Lleshanaku,as his worn jacket.,jacket
